key,high,time_elapsed_micro
00000200000000000000,1,1.9848999999999999
00000004000000000000,1,2.1713
00080000000000000000,1,0.9011
00001000000000000000,1,2.3843
00000000000000000004,1,0.889
00002000000000000000,1,0.8892
00000000000000000040,1,0.9037
00040000000000000000,1,0.886
00000000004000000000,1,0.8835999999999999
00000000000000000040,1,0.8856999999999999
00000000000008000000,1,0.8871
00001000000000000000,1,1.1056
00008000000000000000,1,0.8868999999999999
00000000000000400000,1,0.8851
00100000000000000000,1,0.8901
00000000000000008000,1,0.9014
00000000000000000040,1,1.5453999999999999
00000100000000000000,1,0.8822
00000008000000000000,1,0.9072
00000000000000000002,1,0.8795
00000008000000000000,1,0.8797999999999999
00000000000000000200,1,0.8794
40000000000000000000,1,0.9156
00000000000008000000,1,0.8821
00000000000200000000,1,0.8808999999999999
00000000000000000008,1,0.8882
00000002000000000000,1,0.8897999999999999
00000800000000000000,1,0.8854
00000000000000008000,1,0.8823
00000010000000000000,1,0.8803
00000000000000000010,1,0.8825
00000000000000000080,1,0.9236
00000000000000001000,1,0.8837999999999999
00000000008000000000,1,0.8846999999999999
00000000000000002000,1,0.8795
00000000000000000008,1,0.8913
00000000000000000080,1,0.8841
00000000000000000800,1,0.8808999999999999
00000000800000000000,1,0.8821
00000000000000080000,1,0.9539
00000040000000000000,1,0.8821
00000000000002000000,1,0.8816999999999999
08000000000000000000,1,0.8795999999999999
00000100000000000000,1,0.8815999999999999
00000000400000000000,1,0.8825
00002000000000000000,1,0.8837999999999999
00000000000004000000,1,0.8835999999999999
00000000200000000000,1,1.0144
00000000000000800000,1,0.8823
00000000000000000004,1,0.8821
00000000200000000000,1,0.8806999999999999
00000000000008000000,1,0.8981
00000000000000000080,1,0.8957999999999999
00000000010000000000,1,0.972
04000000000000000000,1,0.9507
00000000080000000000,1,0.9833
00000000000000200000,1,0.8826999999999999
00000400000000000000,1,0.892
00000000000008000000,1,0.887
00000000000000000400,1,0.8838999999999999
00000000400000000000,1,0.8833
00400000000000000000,1,0.8858999999999999
00000000000000000200,1,0.8834
00000000800000000000,1,0.8818999999999999
00000000000800000000,1,0.8822
00000000020000000000,1,0.8825999999999999
00000001000000000000,1,0.8804
00001000000000000000,1,0.8842
00000000000000200000,1,0.8835
00000000000000100000,1,0.8823
08000000000000000000,1,0.8844
00000010000000000000,1,0.8844
00000000000000010000,1,0.8865999999999999
00000000000800000000,1,0.8821
00000000000000000400,1,0.8865
04000000000000000000,1,0.8874
00000000000000000040,1,0.885
00000000000800000000,1,0.8854
00000000000004000000,1,0.9027
00020000000000000000,1,0.8825
02000000000000000000,1,0.8855999999999999
00000000000000002000,1,0.8801
00000000000000000040,1,0.8845
00000000000000000004,1,0.8828999999999999
00000000000200000000,1,0.8852
00100000000000000000,1,0.8826999999999999
00000000000001000000,1,0.8857999999999999
80000000000000000000,1,0.8794
00000000000400000000,1,0.8842
00000000000000004000,1,0.8808999999999999
00000000000000000020,1,0.8853
00000008000000000000,1,0.9649
00000000000000004000,1,0.8855
00200000000000000000,1,0.884
10000000000000000000,1,0.8861
00000000000040000000,1,0.8862
00000000000000000100,1,0.9145
00000020000000000000,1,0.887
00020000000000000000,1,0.8855
00000200000000000000,1,0.8924
00000400100000000000,2,0.8825
00000000002000000200,2,0.8871
00010000000000000080,2,0.883
00002080000000000000,2,0.8843
00080000000001000000,2,0.8838999999999999
00010040000000000000,2,0.8801
00001001000000000000,2,0.8853
00000000001000800000,2,0.8834
00000000204000000000,2,0.8813
80000000200000000000,2,0.88
00000050000000000000,2,0.8845
00000000080000040000,2,0.8865
00100000008000000000,2,0.8874
00000002000000000020,2,0.8867999999999999
00000000100000000200,2,0.8875
00000800000000000008,2,0.8848999999999999
00000400000000040000,2,0.8842
00000000840000000000,2,0.8921
00000000002000000800,2,0.9683999999999999
00000000000000810000,2,0.8884
10000200000000000000,2,0.8916999999999999
00000000000020002000,2,0.9366
00000200000800000000,2,0.8884
00000100000000000001,2,1.6277
00000010000000080000,2,0.9584999999999999
00100000000800000000,2,0.8827999999999999
40000000020000000000,2,1.0819999999999999
10000000000000000800,2,0.9789
00000000080000200000,2,0.8857999999999999
80000000000000004000,2,0.8917999999999999
00000000010800000000,2,0.9771
00000000000000010200,2,0.8845999999999999
00000000000010020000,2,0.8871
80000000000000000020,2,0.9355
00020000000200000000,2,0.9043
00000000010000010000,2,0.8965
00000000000010000001,2,0.9253
00000000010000800000,2,0.8822
00088000000000000000,2,0.8862
00000000000a00000000,2,1.1215
00000080000008000000,2,0.8896
00200000040000000000,2,0.889
00020000100000000000,2,0.9632
00000000000000000084,2,0.8857999999999999
00000000200000000020,2,0.8861
00000000000000400400,2,1.5502
00000000000000000006,2,0.9011
00000000004000000001,2,0.8837999999999999
00000100010000000000,2,0.9400999999999999
00000400000000008000,2,0.9215
00010000000080000000,2,0.8878999999999999
00000000100001000000,2,1.0433999999999999
00400000000000040000,2,0.8844
00000000000000202000,2,0.8873
00000000000040400000,2,0.9171999999999999
000000a0000000000000,2,0.8923
02000000000000040000,2,0.8917999999999999
00000001000000080000,2,0.8908999999999999
00000000000000080001,2,0.8858999999999999
00000400000002000000,2,0.8933
00000800020000000000,2,0.8957999999999999
00000000000000000104,2,0.8844
00000000014000000000,2,0.8916
00000010000008000000,2,0.9456
00000400000000000010,2,0.8962
00000000000000410000,2,0.8846999999999999
00020000000800000000,2,0.9014
00000000001800000000,2,0.9005
10000000000000100000,2,0.884
00020000000100000000,2,0.8996
00000800000000008000,2,0.8862
00000008400000000000,2,0.8916999999999999
00000000001000040000,2,0.9032
0000000000c000000000,2,0.8877999999999999
80800000000000000000,2,0.8835
00000000000000000081,2,0.8803
00004000000000000004,2,0.88
00200000000000000004,2,1.0298
00100000000400000000,2,0.8857999999999999
00000100000000100000,2,0.882
00000000000020002000,2,0.8881
00100000020000000000,2,0.8831
00000000000002004000,2,0.886
00000800000000000400,2,0.8825999999999999
00000000000000010008,2,0.8824
00000005000000000000,2,0.881
00480000000000000000,2,0.8821
00000000000140000000,2,1.07
00000080000001000000,2,0.8837999999999999
00000000000801000000,2,0.8811
10000000000000400000,2,0.8815
00000000008400000000,2,0.8815
00000000200010000000,2,0.9478
00000000010800000000,2,0.8904
00000000000020001000,2,0.8864
40000400000000000000,2,0.9006
00000000000840000000,2,0.8853
00000000100100000000,2,1.0545
00040000002000000000,2,0.8864
00000000000080010000,2,0.9047
01020020000000000000,3,0.8926
00000000000800008100,3,0.8824
00000000040002000800,3,0.8824
00000000000000100840,3,1.0798999999999999
00010008000000008000,3,0.8886
22000000000040000000,3,0.8886
00000000000200021000,3,0.8861
10084000000000000000,3,0.8825
00000000000040280000,3,0.8823
00044000000000000040,3,0.887
00000042000000000001,3,0.8815
00100080080000000000,3,0.8812
00000000100004080000,3,0.8789
00000000000010000201,3,0.9215
40000000008000000400,3,0.8812
00000000000402000080,3,0.8804
00000000080020200000,3,0.8784
00080200000100000000,3,0.8811
00802000800000000000,3,0.8822
08020000001000000000,3,0.8814
01004000040000000000,3,0.9128
00000002040800000000,3,0.8837999999999999
00000000000008010010,3,0.8789
00100000000100040000,3,0.882
01000008080000000000,3,0.8816999999999999
08040000000400000000,3,0.8827999999999999
40000000008400000000,3,0.9278
00000000006000000008,3,0.9108999999999999
02010000000000010000,3,0.8856999999999999
02000002000000000400,3,0.8825999999999999
00000000000008001002,3,0.8826999999999999
00400000000102000000,3,0.8821
00400000200800000000,3,0.8812
00000002200080000000,3,0.8808999999999999
00d00000000000000000,3,0.8814
00000000000020810000,3,0.8845999999999999
00800000000010000001,3,0.8812
00080000080002000000,3,0.8803
00000000020400200000,3,0.8857999999999999
00000000000089000000,3,0.9140999999999999
10000000000400002000,3,0.8888999999999999
00040000200000000400,3,0.8816999999999999
00800080000080000000,3,0.8805
10000000000100000200,3,0.8971
00800000001000800000,3,0.9684999999999999
00000440000004000000,3,0.8935
00400000000000080080,3,0.9129999999999999
00004000000100000010,3,0.8858999999999999
00000000000800400080,3,0.8893
00000120001000000000,3,0.8848999999999999
00000008000210000000,3,0.8818999999999999
00000100010000040000,3,0.8796999999999999
00000100000000030000,3,0.8815999999999999
00000000000520000000,3,0.8822
00000000814000000000,3,0.8817999999999999
00000400000200040000,3,0.8963
00400008000000000800,3,0.8812
00000000000000102040,3,0.9180999999999999
00000180000000000400,3,0.8856999999999999
00010800000000000020,3,0.884
00000040020001000000,3,0.8938999999999999
00000080000002004000,3,0.8837999999999999
00000000000032000000,3,0.9060999999999999
08000008008000000000,3,0.8822
00080000082000000000,3,0.8876
00000020000280000000,3,0.9226
00200000000000000042,3,0.8903
00008001001000000000,3,0.8886999999999999
00420000000000002000,3,0.8828999999999999
42200000000000000000,3,0.8858999999999999
20000000840000000000,3,0.8876999999999999
10100000000000000002,3,0.8845999999999999
00000040000000400800,3,0.8815999999999999
08000400080000000000,3,0.8837999999999999
20000000000020020000,3,0.8858999999999999
00040000020020000000,3,0.8815
20000040040000000000,3,0.8842
20c00000000000000000,3,0.8832
00000040000000000018,3,0.8893
00000000006000000040,3,0.8883
40000000000000008010,3,0.8851
00040000200000000200,3,0.8817999999999999
08000020000000000400,3,0.8802
40000040000800000000,3,0.9102
00000040000000500000,3,0.8835999999999999
00000000000200020080,3,0.8851
00000010000002000002,3,1.3412
a0200000000000000000,3,1.8685999999999998
00000000000102100000,3,0.8906
02000040000000008000,3,0.8911
00000001000040000400,3,0.8841
10000000000100200000,3,0.8908999999999999
00000010000008000004,3,1.1836
80000000400000080000,3,0.891
00100000020000002000,3,0.8898999999999999
00000011000400000000,3,0.9536
00000480040000000000,3,0.8842
02200040000000000000,3,0.8941
00022000000000000020,3,0.8955
00200040002000000000,3,0.9105
00010000000080002002,4,1.0111999999999999
00860000000000001000,4,1.2018
00000400000440000080,4,0.8871
00002000148000000000,4,0.8861
00000002002000180000,4,0.8875
00000080000008802000,4,0.8888999999999999
01000000000022000008,4,0.8855999999999999
00000000010010001400,4,0.8964
00100000902000000000,4,0.8824
00000310000000400000,4,0.8835999999999999
00010005040000000000,4,0.8811
01400000011000000000,4,0.881
80000000800000000024,4,0.8831
00000000001010480000,4,0.8808999999999999
00002000000000040820,4,0.8844
80001000004000000040,4,0.8825999999999999
00000181008000000000,4,0.8825
00020008004008000000,4,0.879
00000020000100100400,4,0.8872
00000020080000120000,4,0.8897999999999999
00000000000080000a01,4,0.8861
0002000000000002c000,4,0.9120999999999999
00001004082000000000,4,0.8931
00082000000008000080,4,0.886
00010000400008000400,4,0.8851
00000000000400820100,4,0.8816999999999999
00000810000000820000,4,0.8851
00008000001000000808,4,0.8801
00000802010000000100,4,0.9109999999999999
00040a02000000000000,4,1.1272
00000040000400002400,4,0.8842
82000010080000000000,4,0.9616
00040800000000004100,4,0.8944
00000400000000400404,4,0.8896
00002000000280080000,4,0.8883
00440000000000080004,4,0.8913
00004080040000080000,4,0.8841
00804000000080000800,4,0.8841
00040010000000000005,4,0.8875
10000028000008000000,4,0.8876
40040001000000000400,4,0.8852
00000080000140000008,4,0.8851
00000030000040000100,4,0.8865
4000000000000080000a,4,0.883
0000a000100001000000,4,0.8855
00001020000000402000,4,0.8825999999999999
00020000010008000200,4,0.8795999999999999
00000000850000008000,4,0.8824
00000020000020200010,4,0.8838999999999999
00000100001000000022,4,0.8833
20000021000000000020,4,0.8801
00200000020000090000,4,0.8855
80000000480800000000,4,0.8815
00000200840000020000,4,0.8835999999999999
14000800000800000000,4,0.8832
40080200000000200000,4,0.8885
00000010000000000a80,4,0.8822
00000000202000002100,4,0.9022
40000000000000010404,4,0.8876999999999999
04000080000000002800,4,0.89
20000201000000020000,4,0.8856999999999999
00002000008000080010,4,0.9179999999999999
04008000080040000000,4,0.8858999999999999
a1000000000800000000,4,0.8851
00004002000000410000,4,0.8816999999999999
4000000c000000002000,4,0.8821
00002000020000200400,4,0.886
00000180000000800002,4,0.8842
0100000000080a000000,4,0.8868999999999999
00000020000006000200,4,0.888
80000000002100800000,4,0.8834
0000000000a100000020,4,0.8845
80000000200040000400,4,0.8835999999999999
00100000010000020008,4,0.9096
01000400000010004000,4,0.8853
00000401000140000000,4,0.8806999999999999
00000002500020000000,4,0.8805999999999999
00008000000000002088,4,0.8842
20000000080008000008,4,1.0352999999999999
00000100000040000500,4,0.887
80000000000200404000,4,0.8843
00000000000040050002,4,0.888
00000180000000020100,4,0.881
00202000000000000180,4,0.8812
00003000000001100000,4,0.8827999999999999
00000020008800100000,4,0.8835
080000000000040000c0,4,0.8868999999999999
08000000000000802400,4,0.8842
00090200000000000002,4,0.8864
00000080001002000008,4,0.8833
00080008000010800000,4,0.8848999999999999
000000c2000001000000,4,0.8822
00000020084000010000,4,0.888
00010204000000200000,4,0.8931
00000000800000800410,4,0.8822
00200008000080000020,4,0.9307
00000002100400000100,4,0.8855999999999999
00040010000000200010,4,0.8822
00001004000040100000,4,0.89
80000200800400000000,4,0.8858999999999999
00012400000000008010,5,0.8854
00004004082000080000,5,0.8871
00101000040000100008,5,0.8868999999999999
60000000402000800000,5,0.8883
40020000002001020000,5,0.8861
00008008090400000000,5,0.8896999999999999
84000000400020000004,5,0.884
00000101000000000414,5,0.8852
00000001800048008000,5,0.8853
00080028800000000020,5,0.8815
00008008004200040000,5,0.8863
00060000001000400004,5,0.8825
08001000080000040800,5,0.8836999999999999
00200200000000001440,5,0.8844
00408008000000208000,5,0.8814
00240200020000020000,5,0.9783
00004000004000040c00,5,0.8842
00000110000001008004,5,1.0963
00000020000110040010,5,0.9124
00000280220002000000,5,0.8884
0020000c000014000000,5,0.882
80880002000000000004,5,0.9052
00000400018000040800,5,0.8833
00010001801080000000,5,0.8812
00201800000000080400,5,0.8792
00000028080000010001,5,0.8831
24000060000000000800,5,0.8844
00000000000040404240,5,0.8805999999999999
88000000880010000000,5,0.8843
00000000a00200008200,5,0.8835999999999999
00001800005000000100,5,0.8815
00000022204000400000,5,0.8806999999999999
00010088000008080000,5,0.9096
00080080808200000000,5,0.8811
00000000080041100008,5,0.8818999999999999
00000000011082400000,5,0.8825999999999999
80808000000012000000,5,0.8807999999999999
00100040000100000801,5,0.9007999999999999
00000000000018000181,5,0.8848999999999999
00100000200200804000,5,0.8841
00800600000008000040,5,0.9054
00900000800000800008,5,0.8878999999999999
04001c00000000000010,5,0.981
24008000000000030000,5,0.8841
40080000000010800800,5,0.8882
80002400000008000200,5,0.8897999999999999
00020200010000000041,5,0.8847999999999999
00020000008200040004,5,0.8882
00002100000200280000,5,0.8913
00000010420002004000,5,0.8858999999999999
00040000000000440006,5,0.8823
15000000080002000000,5,0.8876
0000000800a004200000,5,0.8823
00000040040000402020,5,0.8838999999999999
40028000000200000004,5,0.8826999999999999
00800001000000108100,5,0.8854
20000200000200040800,5,0.8989999999999999
02000200004002000080,5,0.8841
05008000050000000000,5,0.8825999999999999
08000500008000080000,5,0.9844999999999999
00200000108008080000,5,0.8833
28009000000000000010,5,0.8807999999999999
